"subject_id","problemID","context"
45,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
45,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
45,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
45,6,"Lottery A:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
45,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
45,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
45,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
45,10,"Lottery A:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
45,11,"Lottery B:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
500 Euros with 100% probability"
45,12,"Lottery B:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
-500 Euros with 100% probability"
45,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
45,14,"Lottery B:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
45,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
45,16,"Lottery A:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-5 Euros with 100% probability"
45,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
45,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
45,19,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1000 Euros with 100% probability"
45,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
46,1,"Lottery B:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery A:
2400 Euros with 100% probability"
46,2,"Lottery A:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery B:
2400 Euros with 34% probability
0 Euros with 66% probability"
46,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
46,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
46,5,"Lottery A:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
3000 Euros with 90% probability
0 Euros with 10% probability"
46,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
46,7,"Lottery B:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
-3000 Euros with 100% probability"
46,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
46,9,"Lottery A:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
-3000 Euros with 90% probability
0 Euros with 10% probability"
46,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
46,11,"Lottery B:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
500 Euros with 100% probability"
46,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
46,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
46,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
46,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
46,16,"Lottery A:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-5 Euros with 100% probability"
46,17,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1500 Euros with 100% probability"
46,18,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
2000 Euros with 100% probability"
46,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
46,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
47,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
47,2,"Lottery A:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery B:
2400 Euros with 34% probability
0 Euros with 66% probability"
47,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
47,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
47,5,"Lottery A:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
3000 Euros with 90% probability
0 Euros with 10% probability"
47,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
47,7,"Lottery B:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
-3000 Euros with 100% probability"
47,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
47,9,"Lottery A:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
-3000 Euros with 90% probability
0 Euros with 10% probability"
47,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
47,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
47,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
47,13,"Lottery A:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
47,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
47,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
47,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
47,17,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1500 Euros with 100% probability"
47,18,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
2000 Euros with 100% probability"
47,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
47,20,"Lottery A:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery B:
0 Euros with 100% probability"
48,1,"Lottery B:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery A:
2400 Euros with 100% probability"
48,2,"Lottery A:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery B:
2400 Euros with 34% probability
0 Euros with 66% probability"
48,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
48,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
48,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
48,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
48,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
48,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
48,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
48,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
48,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
48,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
48,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
48,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
48,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
48,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
48,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
48,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
48,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
48,20,"Lottery A:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery B:
0 Euros with 100% probability"
49,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
49,2,"Lottery A:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery B:
2400 Euros with 34% probability
0 Euros with 66% probability"
49,3,"Lottery B:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
3000 Euros with 100% probability"
49,4,"Lottery B:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
3000 Euros with 25% probability
0 Euros with 75% probability"
49,5,"Lottery A:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
3000 Euros with 90% probability
0 Euros with 10% probability"
49,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
49,7,"Lottery B:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
-3000 Euros with 100% probability"
49,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
49,9,"Lottery A:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
-3000 Euros with 90% probability
0 Euros with 10% probability"
49,10,"Lottery A:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
49,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
49,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
49,13,"Lottery A:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
49,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
49,15,"Lottery A:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
5 Euros with 100% probability"
49,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
49,17,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1500 Euros with 100% probability"
49,18,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
2000 Euros with 100% probability"
49,19,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1000 Euros with 100% probability"
49,20,"Lottery A:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery B:
0 Euros with 100% probability"
50,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
50,2,"Lottery B:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery A:
2400 Euros with 34% probability
0 Euros with 66% probability"
50,3,"Lottery B:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
3000 Euros with 100% probability"
50,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
50,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
50,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
50,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
50,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
50,9,"Lottery A:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
-3000 Euros with 90% probability
0 Euros with 10% probability"
50,10,"Lottery A:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
50,11,"Lottery B:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
500 Euros with 100% probability"
50,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
50,13,"Lottery A:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
50,14,"Lottery B:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
50,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
50,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
50,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
50,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
50,19,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1000 Euros with 100% probability"
50,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
51,1,"Lottery B:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery A:
2400 Euros with 100% probability"
51,2,"Lottery A:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery B:
2400 Euros with 34% probability
0 Euros with 66% probability"
51,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
51,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
51,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
51,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
51,7,"Lottery B:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
-3000 Euros with 100% probability"
51,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
51,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
51,10,"Lottery A:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
51,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
51,12,"Lottery B:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
-500 Euros with 100% probability"
51,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
51,14,"Lottery B:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
51,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
51,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
51,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
51,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
51,19,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1000 Euros with 100% probability"
51,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
52,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
52,2,"Lottery A:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery B:
2400 Euros with 34% probability
0 Euros with 66% probability"
52,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
52,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
52,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
52,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
52,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
52,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
52,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
52,10,"Lottery A:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
52,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
52,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
52,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
52,14,"Lottery B:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
52,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
52,16,"Lottery A:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-5 Euros with 100% probability"
52,17,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1500 Euros with 100% probability"
52,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
52,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
52,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
53,1,"Lottery B:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery A:
2400 Euros with 100% probability"
53,2,"Lottery B:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery A:
2400 Euros with 34% probability
0 Euros with 66% probability"
53,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
53,4,"Lottery B:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
3000 Euros with 25% probability
0 Euros with 75% probability"
53,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
53,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
53,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
53,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
53,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
53,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
53,11,"Lottery B:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
500 Euros with 100% probability"
53,12,"Lottery B:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
-500 Euros with 100% probability"
53,13,"Lottery A:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
53,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
53,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
53,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
53,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
53,18,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
2000 Euros with 100% probability"
53,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
53,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
54,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
54,2,"Lottery B:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery A:
2400 Euros with 34% probability
0 Euros with 66% probability"
54,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
54,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
54,5,"Lottery A:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
3000 Euros with 90% probability
0 Euros with 10% probability"
54,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
54,7,"Lottery B:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
-3000 Euros with 100% probability"
54,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
54,9,"Lottery A:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
-3000 Euros with 90% probability
0 Euros with 10% probability"
54,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
54,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
54,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
54,13,"Lottery A:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
54,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
54,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
54,16,"Lottery A:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-5 Euros with 100% probability"
54,17,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1500 Euros with 100% probability"
54,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
54,19,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1000 Euros with 100% probability"
54,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
55,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
55,2,"Lottery B:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery A:
2400 Euros with 34% probability
0 Euros with 66% probability"
55,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
55,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
55,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
55,6,"Lottery A:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
55,7,"Lottery B:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
-3000 Euros with 100% probability"
55,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
55,9,"Lottery A:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
-3000 Euros with 90% probability
0 Euros with 10% probability"
