"y","aX1","aX2","aX3","bX1","bX2","bX3","aP1","aP2","aP3","bP1","bP2","bP3","problemID","subject_id","left_lottery","domain","type","session"
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,29,"b","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,29,"a","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,29,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,29,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,29,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,29,"b","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,29,"b","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,30,"b","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,30,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,30,"b","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,30,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,30,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,30,"b","gain","risk_risk",1
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,30,"b","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,30,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,30,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,30,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,30,"a","gain","risk_safe",1
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,30,"b","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,30,"b","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,30,"a","loss","risk_risk",1
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,30,"b","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,30,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,30,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,30,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,30,"b","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,30,"b","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,31,"b","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,31,"b","gain","risk_risk",1
1,4000,0,0,3000,0,0,80,20,0,100,0,0,3,31,"b","gain","risk_safe",1
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,31,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,31,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,31,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,31,"a","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,31,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,31,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,31,"b","loss","risk_risk",1
1,1000,0,0,500,0,0,50,50,0,100,0,0,11,31,"a","gain","risk_safe",1
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,31,"b","loss","risk_safe",1
1,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,31,"b","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,31,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,31,"a","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,31,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,31,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,31,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,31,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,31,"a","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,32,"a","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,32,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,32,"a","gain","risk_safe",1
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,32,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,32,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,32,"a","gain","risk_risk",1
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,32,"a","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,32,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,32,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,32,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,32,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,32,"b","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,32,"a","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,32,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,32,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,32,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,32,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,32,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,32,"a","mixed","risk_safe",1
1,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,32,"b","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,33,"a","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,33,"b","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,33,"b","gain","risk_safe",1
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,33,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,33,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,33,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,33,"b","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,33,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,33,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,33,"a","loss","risk_risk",1
1,1000,0,0,500,0,0,50,50,0,100,0,0,11,33,"a","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,33,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,33,"a","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,33,"b","loss","risk_risk",1
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,33,"a","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,33,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,33,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,33,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,33,"b","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,33,"b","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,34,"b","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,34,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,34,"a","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,34,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,34,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,34,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,34,"a","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,34,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,34,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,34,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,34,"a","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,34,"b","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,34,"b","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,34,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,34,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,34,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,34,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,34,"b","mixed","risk_safe",1
1,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,34,"b","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,34,"b","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,35,"b","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,35,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,35,"b","gain","risk_safe",1
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,35,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,35,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,35,"a","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,35,"a","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,35,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,35,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,35,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,35,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,35,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,35,"a","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,35,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,35,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,35,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,35,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,35,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,35,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,35,"a","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,36,"b","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,36,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,36,"b","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,36,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,36,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,36,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,36,"b","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,36,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,36,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,36,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,36,"b","gain","risk_safe",1
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,36,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,36,"b","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,36,"b","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,36,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,36,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,36,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,36,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,36,"b","mixed","risk_safe",1
1,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,36,"b","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,37,"a","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,37,"b","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,37,"a","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,37,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,37,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,37,"b","gain","risk_risk",1
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,37,"b","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,37,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,37,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,37,"a","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,37,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,37,"b","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,37,"a","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,37,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,37,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,37,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,37,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,37,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,37,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,37,"a","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,38,"b","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,38,"b","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,38,"b","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,38,"b","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,38,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,38,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,38,"b","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,38,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,38,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,38,"b","loss","risk_risk",1
1,1000,0,0,500,0,0,50,50,0,100,0,0,11,38,"a","gain","risk_safe",1
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,38,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,38,"a","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,38,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,38,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,38,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,38,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,38,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,38,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,38,"b","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,39,"b","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,39,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,39,"a","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,39,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,39,"a","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,39,"a","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,39,"b","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,39,"a","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,39,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,39,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,39,"a","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,39,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,39,"b","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,39,"a","loss","risk_risk",1
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,39,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,39,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,39,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,39,"a","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,39,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,39,"a","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,40,"a","gain","risk_safe",1
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,40,"a","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,40,"a","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,40,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,40,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,40,"a","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,40,"a","loss","risk_safe",1
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,40,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,40,"b","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,40,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,40,"b","gain","risk_safe",1
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,40,"a","loss","risk_safe",1
1,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,40,"a","gain","risk_risk",1
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,40,"a","loss","risk_risk",1
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,40,"b","gain","risk_safe",1
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,40,"b","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,40,"a","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,40,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,40,"b","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,40,"a","mixed","risk_safe",1
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,41,"a","gain","risk_safe",1
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,41,"b","gain","risk_risk",1
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,41,"b","gain","risk_safe",1
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,41,"a","gain","risk_risk",1
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,41,"b","gain","risk_risk",1
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,41,"b","gain","risk_risk",1
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,41,"b","loss","risk_safe",1
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,41,"b","loss","risk_risk",1
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,41,"a","loss","risk_risk",1
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,41,"b","loss","risk_risk",1
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,41,"a","gain","risk_safe",1
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,41,"a","loss","risk_safe",1
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,41,"a","gain","risk_risk",1
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,41,"a","loss","risk_risk",1
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,41,"a","gain","risk_safe",1
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,41,"a","loss","risk_safe",1
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,41,"b","mixed","risk_safe",1
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,41,"b","mixed","risk_safe",1
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,41,"a","mixed","risk_safe",1
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,41,"b","mixed","risk_safe",1
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,42,"a","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,42,"a","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,42,"a","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,42,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,45,55,0,90,10,0,5,42,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,42,"a","gain","risk_risk",2
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,42,"b","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,42,"a","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,42,"b","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,42,"b","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,42,"b","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,42,"a","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,42,"a","gain","risk_risk",2
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,42,"b","loss","risk_risk",2
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,42,"a","gain","risk_safe",2
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,42,"a","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,42,"a","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,42,"a","mixed","risk_safe",2
1,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,42,"a","mixed","risk_safe",2
1,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,42,"a","mixed","risk_safe",2
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,43,"a","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,43,"b","gain","risk_risk",2
1,4000,0,0,3000,0,0,80,20,0,100,0,0,3,43,"a","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,43,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,45,55,0,90,10,0,5,43,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,43,"a","gain","risk_risk",2
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,43,"b","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,43,"a","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,43,"a","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,43,"b","loss","risk_risk",2
1,1000,0,0,500,0,0,50,50,0,100,0,0,11,43,"b","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,43,"b","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,43,"a","gain","risk_risk",2
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,43,"b","loss","risk_risk",2
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,43,"a","gain","risk_safe",2
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,43,"b","loss","risk_safe",2
1,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,43,"b","mixed","risk_safe",2
1,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,43,"a","mixed","risk_safe",2
1,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,43,"b","mixed","risk_safe",2
1,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,43,"a","mixed","risk_safe",2
